Clutch_A,Clutch_B,SOS_A,SOS_B,Team_A,Team_B,WinPct_A,WinPct_B,clstr_0_A,clstr_0_A_clstr_0_B,clstr_0_A_clstr_1_B,clstr_0_A_clstr_2_B,clstr_0_B,clstr_1_A,clstr_1_A_clstr_0_B,clstr_1_A_clstr_1_B,clstr_1_A_clstr_2_B,clstr_1_B,clstr_2_A,clstr_2_A_clstr_0_B,clstr_2_A_clstr_1_B,clstr_2_A_clstr_2_B,clstr_2_B,d3P_A,d3P_B,deff_A,deff_B,home_adv_A,home_adv_B,o3P_A,o3P_B,oeff_A,oeff_B,poss_stdev_A,poss_stdev_B,total_poss_A,total_poss_B,Outcome
-0.355555555556,-0.425,0.540825277122,0.568938738505,1112,1371,0.689655172414,0.678571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22090326856,0.160337924671,1.03448275862,0.857142857143,0.366666666667,0.405128205128,0.174002653776,0.165905854239,1.03448275862,0.964285714286,10.4931363915,7.80991094666,60.0344827586,55.4285714286,-4
-0.288888888889,0.0416666666667,0.584523846087,0.533065167722,1181,1228,0.84375,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.149093487506,0.173285582947,0.90625,0.933333333333,0.16862745098,0.217194570136,0.184123273697,0.197276253195,1.0,0.966666666667,8.25103854656,10.9704409534,58.28125,53.8333333333,10
-0.149350649351,-0.227272727273,0.486737725793,0.598696748736,1264,1196,0.827586206897,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.142330371915,0.201232857146,0.965517241379,0.966666666667,0.0809523809524,0.133333333333,0.153385887393,0.226175820071,0.827586206897,1.06666666667,8.54198555614,9.68498066982,60.4137931034,53.8333333333,15
-0.4,-0.441558441558,0.541420162786,0.565606981589,1305,1277,0.733333333333,0.620689655172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.145600835393,0.179559923886,0.9,1.0,0.5,0.457142857143,0.128457905836,0.187332001483,0.933333333333,1.06896551724,9.58477000725,10.2262580977,59.1666666667,49.1724137931,6
-0.619883040936,0.0952380952381,0.594127751499,0.471848197466,1314,1102,0.642857142857,0.785714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.216087564479,0.130643634539,1.0,1.14285714286,0.428571428571,0.4,0.161738748364,0.317869665192,1.0,1.0,13.8546403129,8.97497991921,62.8928571429,42.5714285714,11
-0.619883040936,0.05,0.594127751499,0.568779874413,1314,1400,0.642857142857,0.766666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.216087564479,0.176073432409,1.0,0.833333333333,0.428571428571,0.366071428571,0.161738748364,0.181229986638,1.0,0.9,13.8546403129,9.61225271718,62.8928571429,60.4666666667,-3
0.0603448275862,0.05,0.54624448626,0.568779874413,1462,1400,0.69696969697,0.766666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.175990658094,0.176073432409,0.939393939394,0.833333333333,0.224264705882,0.366071428571,0.223886459528,0.181229986638,0.969696969697,0.9,9.2444700915,9.61225271718,54.9090909091,60.4666666667,8
0.04,0.256684491979,0.50307963763,0.439607651119,1390,1427,0.966666666667,0.571428571429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.211454787696,0.211130707319,0.866666666667,1.0,0.0625,0.0820512820513,0.144175479211,0.198903311035,1.0,1.0,8.17263446038,13.1890506937,52.6333333333,53.6071428571,26
0.04,-0.147058823529,0.50307963763,0.60200389245,1390,1104,0.966666666667,0.586206896552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.211454787696,0.218261561786,0.866666666667,0.965517241379,0.0625,0.304761904762,0.144175479211,0.203916369658,1.0,1.0,8.17263446038,10.8070857981,52.6333333333,55.6896551724,-3
0.05,-0.27380952381,0.568779874413,0.439502915648,1400,1343,0.766666666667,0.730769230769,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.176073432409,0.171666170109,0.833333333333,0.769230769231,0.366071428571,0.151515151515,0.181229986638,0.204435688021,0.9,1.03846153846,9.61225271718,10.1999245849,60.4666666667,43.0384615385,17
-0.641025641026,-0.0368421052632,0.557278769577,0.539807047713,1403,1150,0.6875,0.724137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.185331365403,0.196278870498,1.03125,0.965517241379,0.5,0.0817307692308,0.0975568052735,0.192683078553,0.96875,1.0,9.70653047546,9.65972798932,58.90625,59.1034482759,3
-0.474358974359,0.0606060606061,0.574954769839,0.512800169729,1210,1320,0.71875,0.689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.169172553546,0.159866320761,0.84375,0.965517241379,0.152941176471,0.228571428571,0.188240055515,0.207703937335,1.0,0.931034482759,8.84613092024,9.91205167828,58.0625,55.0344827586,5
-0.474358974359,-0.4,0.574954769839,0.541420162786,1210,1305,0.71875,0.733333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.169172553546,0.145600835393,0.84375,0.9,0.152941176471,0.5,0.188240055515,0.128457905836,1.0,0.933333333333,8.84613092024,9.58477000725,58.0625,59.1666666667,5
0.08,-0.4,0.511551343042,0.541420162786,1211,1305,0.931034482759,0.733333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.237973579526,0.145600835393,0.827586206897,0.9,0.125,0.5,0.163774890747,0.128457905836,1.03448275862,0.933333333333,9.64173501955,9.58477000725,57.0344827586,59.1666666667,-19
0.0416666666667,-0.0961538461538,0.533065167722,0.463114919028,1228,1293,0.8,0.833333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.173285582947,0.176498121693,0.933333333333,0.9,0.217194570136,0.178571428571,0.197276253195,0.162020649345,0.966666666667,0.966666666667,10.9704409534,9.89072478545,53.8333333333,57.6333333333,19
0.0416666666667,-0.238636363636,0.533065167722,0.55882418471,1228,1153,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.173285582947,0.193336995326,0.933333333333,0.866666666667,0.217194570136,0.294642857143,0.197276253195,0.19050924647,0.966666666667,0.933333333333,10.9704409534,10.263426866,53.8333333333,59.2,24
-0.274509803922,-0.238636363636,0.462195211805,0.55882418471,1190,1153,0.827586206897,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.203817525743,0.193336995326,0.965517241379,0.866666666667,0.263157894737,0.294642857143,0.155033785114,0.19050924647,0.965517241379,0.933333333333,11.9580547704,10.263426866,59.0689655172,59.2,-3
0.173913043478,-0.031746031746,0.578750527512,0.431983432123,1246,1197,0.866666666667,0.466666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.201939341152,0.190949132605,0.933333333333,1.06666666667,-0.0361990950226,0.333333333333,0.171299992688,0.24841349295,0.966666666667,0.966666666667,8.96025707759,10.7714501313,53.3,55.1,20
0.142857142857,-0.031746031746,0.420941367929,0.431983432123,1250,1197,0.642857142857,0.466666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.179270648197,0.190949132605,0.892857142857,1.06666666667,0.479166666667,0.333333333333,0.191616002432,0.24841349295,0.892857142857,0.966666666667,12.9481566991,10.7714501313,51.3928571429,55.1,-15
-0.182608695652,-0.159340659341,0.535475460612,0.535684152623,1272,1376,0.75,0.69696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.215209525525,0.182097481168,0.964285714286,0.878787878788,0.538461538462,0.261029411765,0.240651656765,0.19053771272,0.928571428571,0.939393939394,9.70701758916,8.27178024882,58.1785714286,54.7878787879,16
-0.333333333333,0.257142857143,0.544143285102,0.471432095224,1280,1284,0.892857142857,0.65625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.210997548,0.232607938941,1.0,0.9375,-0.0714285714286,0.578947368421,0.165600799329,0.214300552921,0.964285714286,0.90625,9.73511616636,8.66159254894,55.5714285714,56.40625,33
-0.378787878788,-0.458333333333,0.580818138694,0.502880523225,1301,1418,0.689655172414,0.692307692308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.170567637138,0.180616401169,1.03448275862,1.07692307692,0.413461538462,0.3375,0.244955518109,0.227902588574,1.0,0.923076923077,8.36439203931,9.93052791222,53.0344827586,55.1538461538,9
-0.378787878788,-0.12,0.580818138694,0.563646247755,1301,1435,0.689655172414,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.170567637138,0.231796469708,1.03448275862,0.9,0.413461538462,0.420814479638,0.244955518109,0.218491927874,1.0,0.966666666667,8.36439203931,7.5475504133,53.0344827586,57.0,-2
0.0185185185185,-0.12,0.564577704247,0.563646247755,1163,1435,0.818181818182,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.178325201323,0.231796469708,0.515151515152,0.9,0.277777777778,0.420814479638,0.159304086679,0.218491927874,0.969696969697,0.966666666667,10.7257478372,7.5475504133,57.3333333333,57.0,20
-0.202380952381,-0.0909090909091,0.533793024294,0.485611227409,1329,1186,0.896551724138,0.571428571429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.160652095577,0.160269675925,0.931034482759,1.03571428571,0.2,0.55614973262,0.121120875549,0.18064804676,1.0,0.964285714286,9.69345419276,12.6901932724,57.0344827586,51.8214285714,19
-0.202380952381,-0.182608695652,0.533793024294,0.535475460612,1329,1272,0.896551724138,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.160652095577,0.215209525525,0.931034482759,0.964285714286,0.2,0.538461538462,0.121120875549,0.240651656765,1.0,0.928571428571,9.69345419276,9.70701758916,57.0344827586,58.1785714286,17
-0.202380952381,-0.474358974359,0.533793024294,0.574954769839,1329,1210,0.896551724138,0.71875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.160652095577,0.169172553546,0.931034482759,0.84375,0.2,0.152941176471,0.121120875549,0.188240055515,1.0,1.0,9.69345419276,8.84613092024,57.0344827586,58.0625,-2
-0.25,-0.474358974359,0.575455863064,0.574954769839,1242,1210,0.714285714286,0.71875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.183766892994,0.169172553546,0.928571428571,0.84375,0.389743589744,0.152941176471,0.153059430052,0.188240055515,1.03571428571,1.0,8.91961455499,8.84613092024,57.3214285714,58.0625,-8
0.012987012987,-0.474358974359,0.563507449058,0.574954769839,1130,1210,0.71875,0.71875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.189776848249,0.169172553546,1.0625,0.84375,0.1875,0.152941176471,0.104677786673,0.188240055515,0.90625,1.0,10.3967659364,8.84613092024,55.1875,58.0625,-3
0.015873015873,-0.190476190476,0.481422708406,0.567655082857,1334,1344,0.766666666667,0.714285714286,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198273044103,0.186189659401,0.966666666667,1.0,0.25,0.0410256410256,0.172651505636,0.225294639613,0.933333333333,1.07142857143,8.9701932987,9.32227235736,51.1333333333,50.3571428571,8
-0.666666666667,0.0654761904762,0.541892080123,0.4598230763,1338,1416,0.875,0.827586206897,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18959172421,0.202279825341,0.875,0.931034482759,0.178137651822,0.151960784314,0.119748491065,0.223519013378,0.96875,1.06896551724,8.48997273828,7.27655659375,51.28125,47.3448275862,9
-0.666666666667,-0.202380952381,0.541892080123,0.533793024294,1338,1329,0.875,0.896551724138,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18959172421,0.160652095577,0.875,0.931034482759,0.178137651822,0.2,0.119748491065,0.121120875549,0.96875,1.0,8.48997273828,9.69345419276,51.28125,57.0344827586,-12
0.04,-0.202380952381,0.539455698892,0.533793024294,1386,1329,0.964285714286,0.896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.14535916903,0.160652095577,0.892857142857,0.931034482759,0.0526315789474,0.2,0.264996209839,0.121120875549,0.964285714286,1.0,5.80309623614,9.69345419276,57.25,57.0344827586,-2
-0.12,-0.08,0.563646247755,0.475930044898,1435,1444,0.7,0.866666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.231796469708,0.190799118349,0.9,0.966666666667,0.420814479638,0.235294117647,0.218491927874,0.185144386758,0.966666666667,1.0,7.5475504133,10.206826654,57.0,58.4,13
0.0185185185185,0.111111111111,0.564577704247,0.541624217391,1163,1177,0.818181818182,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.178325201323,0.23475338034,0.515151515152,0.966666666667,0.277777777778,0.0666666666667,0.159304086679,0.14379131098,0.969696969697,1.0,10.7257478372,8.94613510592,57.3333333333,52.3666666667,17
0.0323886639676,0.111111111111,0.519240152666,0.541624217391,1173,1177,0.75,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.229658457451,0.23475338034,0.875,0.966666666667,0.190476190476,0.0666666666667,0.190454267819,0.14379131098,1.03125,1.0,9.86358568578,8.94613510592,49.75,52.3666666667,-7
0.04,-0.641025641026,0.539455698892,0.557278769577,1386,1403,0.964285714286,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.14535916903,0.185331365403,0.892857142857,1.03125,0.0526315789474,0.5,0.264996209839,0.0975568052735,0.964285714286,0.96875,5.80309623614,9.70653047546,57.25,58.90625,5
0.04,-0.333333333333,0.539455698892,0.579238447005,1386,1448,0.964285714286,0.678571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.14535916903,0.201544145154,0.892857142857,1.0,0.0526315789474,0.261538461538,0.264996209839,0.184066516261,0.964285714286,0.964285714286,5.80309623614,11.2409869833,57.25,62.2857142857,4
0.147727272727,-0.333333333333,0.488741655629,0.579238447005,1433,1448,0.766666666667,0.678571428571,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1755986896,0.201544145154,0.933333333333,1.0,0.169642857143,0.261538461538,0.18303063098,0.184066516261,1.06666666667,0.964285714286,8.33190792407,11.2409869833,48.4,62.2857142857,-1
-0.333333333333,-0.149350649351,0.579238447005,0.486737725793,1448,1264,0.678571428571,0.827586206897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.201544145154,0.142330371915,1.0,0.965517241379,0.261538461538,0.0809523809524,0.184066516261,0.153385887393,0.964285714286,0.827586206897,11.2409869833,8.54198555614,62.2857142857,60.4137931034,4
-0.25,0.015873015873,0.575455863064,0.481422708406,1242,1334,0.714285714286,0.766666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.183766892994,0.198273044103,0.928571428571,0.966666666667,0.389743589744,0.25,0.153059430052,0.172651505636,1.03571428571,0.933333333333,8.91961455499,8.9701932987,57.3214285714,51.1333333333,15
-0.261904761905,0.173913043478,0.554565726406,0.578750527512,1412,1246,0.689655172414,0.866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.155224689244,0.201939341152,1.0,0.933333333333,0.504761904762,-0.0361990950226,0.175560124989,0.171299992688,0.965517241379,0.966666666667,7.93756424279,8.96025707759,59.1724137931,53.3,1
-0.261904761905,-0.25,0.554565726406,0.575455863064,1412,1242,0.689655172414,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.155224689244,0.183766892994,1.0,0.928571428571,0.504761904762,0.389743589744,0.175560124989,0.153059430052,0.965517241379,1.03571428571,7.93756424279,8.91961455499,59.1724137931,57.3214285714,-26
-0.151515151515,-0.25,0.459855408217,0.575455863064,1227,1242,0.774193548387,0.714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.202153368961,0.183766892994,0.967741935484,0.928571428571,0.232456140351,0.389743589744,0.134918732912,0.153059430052,0.967741935484,1.03571428571,10.0162233992,8.91961455499,55.5161290323,57.3214285714,-25
0.0603448275862,-0.333333333333,0.54624448626,0.544143285102,1462,1280,0.69696969697,0.892857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.175990658094,0.210997548,0.939393939394,1.0,0.224264705882,-0.0714285714286,0.223886459528,0.165600799329,0.969696969697,0.964285714286,9.2444700915,9.73511616636,54.9090909091,55.5714285714,15
0.0603448275862,-0.288888888889,0.54624448626,0.584523846087,1462,1181,0.69696969697,0.84375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.175990658094,0.149093487506,0.939393939394,0.90625,0.224264705882,0.16862745098,0.223886459528,0.184123273697,0.969696969697,1.0,9.2444700915,8.25103854656,54.9090909091,58.28125,-3
0.025,-0.541666666667,0.550638391248,0.486107658692,1130,1335,0.857142857143,0.714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.205336707141,0.195849697698,1.0,0.928571428571,0.213903743316,0.389743589744,0.110214063146,0.193339121396,0.964285714286,0.892857142857,8.11589334995,9.23781909258,56.3571428571,51.6785714286,20
-0.34,-0.25,0.54441715127,0.551881249274,1153,1234,0.774193548387,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.222096702709,0.188405380296,0.709677419355,0.9375,0.239495798319,0.3125,0.170870838759,0.174107544258,0.935483870968,0.9375,9.41195761978,10.1518709542,59.5806451613,55.3125,12
-0.34,0.0310559006211,0.54441715127,0.552222352474,1153,1246,0.774193548387,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.222096702709,0.22679835921,0.709677419355,0.933333333333,0.239495798319,0.2,0.170870838759,0.176502082159,0.935483870968,0.933333333333,9.41195761978,9.50529193201,59.5806451613,56.8333333333,-9
-0.555555555556,0.0310559006211,0.503588555095,0.552222352474,1428,1246,0.833333333333,0.833333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20663377659,0.22679835921,0.866666666667,0.933333333333,0.3125,0.2,0.129055544053,0.176502082159,1.1,0.933333333333,9.95368585344,9.50529193201,46.4,56.8333333333,-10
0.166666666667,0.0310559006211,0.435451374138,0.552222352474,1184,1246,0.703703703704,0.833333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.149449114453,0.22679835921,0.851851851852,0.933333333333,0.311764705882,0.2,0.17701300314,0.176502082159,0.962962962963,0.933333333333,8.48041148279,9.50529193201,50.9259259259,56.8333333333,-8
-0.154761904762,0.185185185185,0.53445871981,0.431037433801,1211,1457,0.862068965517,0.827586206897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.248563680993,0.216485668843,0.896551724138,0.931034482759,0.25,0.3125,0.123432442857,0.206532092766,1.03448275862,0.931034482759,9.41464114984,8.71977538464,57.275862069,49.9655172414,10
-0.154761904762,0.0961538461538,0.53445871981,0.559722410997,1211,1403,0.862068965517,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.248563680993,0.219318920256,0.896551724138,1.03333333333,0.25,0.4,0.123432442857,0.114863320007,1.03448275862,0.9,9.41464114984,9.70152257277,57.275862069,60.5333333333,-2
0.15,0.0961538461538,0.554855879177,0.559722410997,1417,1403,0.642857142857,0.666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.164181622763,0.219318920256,1.0,1.03333333333,0.338461538462,0.4,0.176561257024,0.114863320007,0.964285714286,0.9,8.99470743853,9.70152257277,53.6428571429,60.5333333333,-12
-0.404761904762,-0.487012987013,0.510243528074,0.548922181085,1305,1400,0.793103448276,0.655172413793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.185326347672,0.218881018615,0.827586206897,0.862068965517,-0.0961538461538,0.490384615385,0.0723262259749,0.205720214659,0.965517241379,1.0,7.86226881606,9.76749409453,54.6206896552,56.7586206897,4
-0.404761904762,-0.5,0.510243528074,0.54148989964,1305,1228,0.793103448276,0.969696969697,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.185326347672,0.203292630142,0.827586206897,0.878787878788,-0.0961538461538,0.0555555555556,0.0723262259749,0.238668998481,0.965517241379,1.06060606061,7.86226881606,8.19864641452,54.6206896552,55.0303030303,-12
